time,precipitation_sum,temperature_2m_mean,et0_fao_evapotranspiration,city,water_balance,SPI,precip_lag1,temp_lag1,precip_lag2,temp_lag2,precip_lag3,temp_lag3,precip_rolling3,precip_rolling6,temp_rolling3,et0_rolling3,month,season,season_encoded,drought_label
2001-06-01,0.0,24.08,179.52,Agadir,-179.52,-0.806242585948234,0.2,19.94193548387097,0.1,20.203333333333333,11.9,19.27741935483871,0.1,3.033333333333333,21.4084229390681,166.8033333333333,6,Summer,2,No Drought
2001-07-01,0.0,25.396774193548385,187.47,Agadir,-187.47,-0.807503175803392,0.0,24.08,0.2,19.94193548387097,0.1,20.203333333333333,0.0666666666666666,2.0333333333333337,23.13956989247312,177.3166666666667,7,Summer,2,No Drought
2001-08-01,0.0,26.13870967741936,177.14,Agadir,-177.14,-0.8100243555137084,0.0,25.396774193548385,0.0,24.08,0.2,19.94193548387097,0.0,2.0333333333333337,25.20516129032258,181.3766666666667,8,Summer,2,No Drought
2001-09-01,9.4,21.996666666666663,119.99,Agadir,-110.59,-0.6915289091288381,0.0,26.13870967741936,0.0,25.396774193548385,0.0,24.08,3.1333333333333333,1.616666666666667,24.510716845878136,161.53333333333333,9,Autumn,3,No Drought
2001-10-01,1.4,24.074193548387097,141.89,Agadir,-140.48999999999998,-0.6738806511566234,9.4,21.996666666666663,0.0,26.13870967741936,0.0,25.396774193548385,3.6,1.8333333333333337,24.069856630824376,146.34,10,Autumn,3,No Drought
2001-11-01,3.1,18.85,94.3,Agadir,-91.2,-0.6348023656467193,1.4,24.074193548387097,9.4,21.996666666666663,0.0,26.13870967741936,4.633333333333334,2.316666666666667,21.640286738351254,118.72666666666667,11,Autumn,3,No Drought
2001-12-01,89.0,17.006451612903227,72.09,Agadir,16.909999999999997,0.3686271590592042,3.1,18.85,1.4,24.074193548387097,9.4,21.996666666666663,31.166666666666668,17.150000000000002,19.976881720430107,102.76,12,Winter,0,No Drought
2002-01-01,1.8,16.31290322580645,93.13,Agadir,-91.33,0.3736695184798368,89.0,17.006451612903227,3.1,18.85,1.4,24.074193548387097,31.3,17.45,17.38978494623656,86.50666666666666,1,Winter,0,No Drought
2002-02-01,15.0,16.932142857142857,94.44,Agadir,-79.44,0.5236797112436622,1.8,16.31290322580645,89.0,17.006451612903227,3.1,18.85,35.266666666666666,19.95,16.750499231950844,86.55333333333333,2,Winter,0,No Drought
2002-03-01,83.3,17.32903225806452,123.98,Agadir,-40.68000000000001,0.451826089499645,15.0,16.932142857142857,1.8,16.31290322580645,89.0,17.006451612903227,33.36666666666667,32.266666666666666,16.858026113671276,103.85,3,Spring,1,No Drought
2002-04-01,80.0,18.78666666666667,135.18,Agadir,-55.18000000000001,1.437607356233354,83.3,17.32903225806452,15.0,16.932142857142857,1.8,16.31290322580645,59.43333333333334,45.36666666666667,17.682613927291346,117.86666666666667,4,Spring,1,No Drought
2002-05-01,0.0,20.67096774193548,166.01,Agadir,-166.01,1.2485188779596248,80.0,18.78666666666667,83.3,17.32903225806452,15.0,16.932142857142857,54.43333333333334,44.85,18.92888888888889,141.72333333333333,5,Spring,1,No Drought
2002-06-01,0.3,22.026666666666664,163.73,Agadir,-163.42999999999998,0.2022292981783224,0.0,20.67096774193548,80.0,18.78666666666667,83.3,17.32903225806452,26.766666666666666,30.066666666666663,20.494767025089605,154.97333333333333,6,Summer,2,No Drought
2002-07-01,0.0,23.43870967741936,172.1,Agadir,-172.1,-0.806242585948234,0.3,22.026666666666664,0.0,20.67096774193548,80.0,18.78666666666667,0.0999999999999999,29.766666666666666,22.04544802867383,167.28,7,Summer,2,No Drought
2002-08-01,0.1,23.35806451612904,157.54,Agadir,-157.44,-0.8049819960930757,0.0,23.43870967741936,0.3,22.026666666666664,0.0,20.67096774193548,0.1333333333333333,27.28333333333333,22.94114695340502,164.45666666666668,8,Summer,2,No Drought
2002-09-01,0.2,23.896666666666665,142.18,Agadir,-141.98000000000002,-0.806242585948234,0.1,23.35806451612904,0.0,23.43870967741936,0.3,22.026666666666664,0.1,13.433333333333332,23.564480286738355,157.2733333333333,9,Autumn,3,No Drought
2002-10-01,1.5,23.76774193548387,133.9,Agadir,-132.4,-0.787333738120861,0.2,23.896666666666665,0.1,23.35806451612904,0.0,23.43870967741936,0.6,0.35,23.6741577060932,144.54,10,Autumn,3,No Drought
2002-11-01,125.0,18.326666666666664,74.76,Agadir,50.24,0.7871429909717251,1.5,23.76774193548387,0.2,23.896666666666665,0.1,23.35806451612904,42.23333333333333,21.183333333333334,21.99702508960573,116.94666666666669,11,Autumn,3,No Drought
2002-12-01,32.6,16.429032258064517,65.27,Agadir,-32.669999999999995,1.1955741040429804,125.0,18.326666666666664,1.5,23.76774193548387,0.2,23.896666666666665,53.03333333333333,26.566666666666663,19.507813620071683,91.31,12,Winter,0,No Drought
2003-01-01,1.1,14.380645161290325,73.36,Agadir,-72.26,1.1905317446223476,32.6,16.429032258064517,125.0,18.326666666666664,1.5,23.76774193548387,52.9,26.75,16.37878136200717,71.13,1,Winter,0,No Drought
2003-02-01,8.7,15.332142857142856,87.08,Agadir,-78.38,-0.2755342569266336,1.1,14.380645161290325,32.6,16.429032258064517,125.0,18.326666666666664,14.133333333333333,28.183333333333334,15.380606758832563,75.23666666666666,2,Winter,0,No Drought
2003-03-01,29.1,18.583870967741937,129.25,Agadir,-100.15,-0.3196549018571705,8.7,15.332142857142856,1.1,14.380645161290325,32.6,16.429032258064517,12.966666666666669,33.0,16.09888632872504,96.56333333333332,3,Spring,1,No Drought
2003-04-01,10.4,18.09333333333333,129.15,Agadir,-118.75,-0.2024200453274583,29.1,18.583870967741937,8.7,15.332142857142856,1.1,14.380645161290325,16.066666666666666,34.48333333333333,17.336449052739372,115.16,4,Spring,1,No Drought
2003-05-01,0.2,21.81935483870968,172.82,Agadir,-172.62,-0.3095701830159049,10.4,18.09333333333333,29.1,18.583870967741937,8.7,15.332142857142856,13.233333333333334,13.683333333333332,19.498853046594984,143.74,5,Spring,1,No Drought
2003-06-01,0.0,23.48333333333333,169.89,Agadir,-169.89,-0.6764018308669397,0.2,21.81935483870968,10.4,18.09333333333333,29.1,18.583870967741937,3.533333333333333,8.25,21.13200716845878,157.28666666666666,6,Summer,2,No Drought
2003-07-01,0.0,26.62903225806452,190.46,Agadir,-190.46,-0.807503175803392,0.0,23.48333333333333,0.2,21.81935483870968,10.4,18.09333333333333,0.0666666666666666,8.066666666666666,23.977240143369176,177.72333333333336,7,Summer,2,No Drought
2003-08-01,2.5,27.14516129032258,174.98,Agadir,-172.48,-0.7785096091347536,0.0,26.62903225806452,0.0,23.48333333333333,0.2,21.81935483870968,0.8333333333333334,7.033333333333334,25.75250896057348,178.4433333333333,8,Summer,2,No Drought
2003-09-01,0.2,25.523333333333333,150.65,Agadir,-150.45000000000002,-0.7759884294244371,2.5,27.14516129032258,0.0,26.62903225806452,0.0,23.48333333333333,0.9,2.216666666666667,26.432508960573475,172.02999999999997,9,Autumn,3,No Drought
2003-10-01,58.5,20.906451612903226,97.23,Agadir,-38.73,-0.0385433641568928,0.2,25.523333333333333,2.5,27.14516129032258,0.0,26.62903225806452,20.4,10.233333333333333,24.524982078853046,140.95333333333335,10,Autumn,3,No Drought
2003-11-01,75.8,17.743333333333332,81.01,Agadir,-5.210000000000008,0.8854689996740643,58.5,20.906451612903226,0.2,25.523333333333333,2.5,27.14516129032258,44.833333333333336,22.83333333333333,21.391039426523296,109.63,11,Autumn,3,No Drought
2003-12-01,34.9,15.341935483870968,62.59,Agadir,-27.690000000000005,1.3228936794139583,75.8,17.743333333333332,58.5,20.906451612903226,0.2,25.523333333333333,56.400000000000006,28.649999999999995,17.997240143369172,80.27666666666667,12,Winter,0,No Drought
2004-01-01,0.2,14.69032258064516,69.06,Agadir,-68.86,0.5879697938567301,34.9,15.341935483870968,75.8,17.743333333333332,58.5,20.906451612903226,36.96666666666666,28.683333333333334,15.925197132616484,70.88666666666667,1,Winter,0,No Drought
2004-02-01,106.7,16.50344827586207,98.09,Agadir,8.61,0.9774920591006128,0.2,14.69032258064516,34.9,15.341935483870968,75.8,17.743333333333332,47.26666666666667,46.04999999999999,15.5119021134594,76.58,2,Winter,0,No Drought
2004-03-01,37.8,17.33225806451613,126.12,Agadir,-88.32000000000001,1.0140491649002,106.7,16.50344827586207,0.2,14.69032258064516,34.9,15.341935483870968,48.23333333333333,52.31666666666666,16.17534297367445,97.75666666666666,3,Spring,1,No Drought
2004-04-01,18.6,17.459999999999997,125.67,Agadir,-107.07,1.2459976982493082,37.8,17.33225806451613,106.7,16.50344827586207,0.2,14.69032258064516,54.36666666666667,45.66666666666666,17.098568780126065,116.62666666666668,4,Spring,1,No Drought
2004-05-01,22.1,18.580645161290324,143.42,Agadir,-121.32,0.1795386807854749,18.6,17.459999999999997,37.8,17.33225806451613,106.7,16.50344827586207,26.166666666666668,36.71666666666666,17.790967741935486,131.73666666666668,5,Spring,1,No Drought
2004-06-01,1.1,23.066666666666663,165.85,Agadir,-164.75,-0.2830977960575827,22.1,18.580645161290324,18.6,17.459999999999997,37.8,17.33225806451613,13.933333333333335,31.08333333333333,19.702437275985663,144.98,6,Summer,2,No Drought
2004-07-01,0.2,27.31290322580645,199.82,Agadir,-199.62,-0.5150463294066907,1.1,23.066666666666663,22.1,18.580645161290324,18.6,17.459999999999997,7.800000000000001,31.08333333333333,22.98673835125448,169.69666666666666,7,Summer,2,No Drought
2004-08-01,0.2,26.70967741935484,175.83,Agadir,-175.63000000000002,-0.7911155076863355,0.2,27.31290322580645,1.1,23.066666666666663,22.1,18.580645161290324,0.5,13.33333333333333,25.69641577060932,180.5,8,Summer,2,No Drought
2004-09-01,0.3,25.316666666666663,146.16,Agadir,-145.86,-0.801200226527601,0.2,26.70967741935484,0.2,27.31290322580645,1.1,23.066666666666663,0.2333333333333333,7.083333333333331,26.44641577060932,173.93666666666664,9,Autumn,3,No Drought
2004-10-01,31.5,22.503225806451614,117.63,Agadir,-86.13,-0.4066356018630859,0.3,25.316666666666663,0.2,26.70967741935484,0.2,27.31290322580645,10.666666666666666,9.233333333333333,24.843189964157705,146.54000000000002,10,Autumn,3,No Drought
2004-11-01,30.6,17.529999999999998,87.99,Agadir,-57.38999999999999,-0.0234162858949944,31.5,22.503225806451614,0.3,25.316666666666663,0.2,26.70967741935484,20.8,10.65,21.783297491039423,117.26,11,Autumn,3,No Drought
2004-12-01,35.9,14.064516129032258,66.36,Agadir,-30.46,0.425353702541323,30.6,17.529999999999998,31.5,22.503225806451614,0.3,25.316666666666663,32.666666666666664,16.45,18.03258064516129,90.66,12,Winter,0,No Drought
2005-01-01,0.0,13.6,83.98,Agadir,-83.98,0.0282678981664914,35.9,14.064516129032258,30.6,17.529999999999998,31.5,22.503225806451614,22.166666666666668,16.41666666666666,15.064838709677415,79.44333333333334,1,Winter,0,No Drought
2005-02-01,104.9,13.225,74.56,Agadir,30.340000000000003,0.9648861605490308,0.0,13.6,35.9,14.064516129032258,30.6,17.529999999999998,46.93333333333334,33.86666666666667,13.62983870967742,74.96666666666668,2,Winter,0,No Drought
2005-03-01,50.2,17.48709677419355,120.36,Agadir,-70.16,1.1451505098366528,104.9,13.225,0.0,13.6,35.9,14.064516129032258,51.70000000000001,42.18333333333333,14.770698924731184,92.96666666666668,3,Spring,1,No Drought
2005-04-01,0.0,19.60666666666667,151.27,Agadir,-151.27,1.1451505098366528,50.2,17.48709677419355,104.9,13.225,0.0,13.6,51.70000000000001,36.93333333333333,16.772921146953404,115.39666666666668,4,Spring,1,No Drought
2005-05-01,0.1,21.748387096774195,169.23,Agadir,-169.13,-0.1759476583691361,0.0,19.60666666666667,50.2,17.48709677419355,104.9,13.225,16.76666666666667,31.849999999999994,19.61405017921147,146.95333333333335,5,Spring,1,No Drought
2005-06-01,0.2,24.1,167.34,Agadir,-167.14,-0.806242585948234,0.1,21.748387096774195,0.0,19.60666666666667,50.2,17.48709677419355,0.1,25.9,21.81835125448029,162.61333333333334,6,Summer,2,No Drought
2005-07-01,0.0,24.80322580645161,180.16,Agadir,-180.16,-0.806242585948234,0.2,24.1,0.1,21.748387096774195,0.0,19.60666666666667,0.1,25.899999999999995,23.5505376344086,172.24333333333334,7,Summer,2,No Drought
2005-08-01,0.0,24.712903225806453,163.34,Agadir,-163.34,-0.807503175803392,0.0,24.80322580645161,0.2,24.1,0.1,21.748387096774195,0.0666666666666666,8.416666666666663,24.53870967741936,170.28,8,Summer,2,No Drought
2005-09-01,0.0,24.15333333333333,147.17,Agadir,-147.17,-0.8100243555137084,0.0,24.712903225806453,0.0,24.80322580645161,0.2,24.1,0.0,0.0499999999999952,24.55648745519713,163.55666666666667,9,Autumn,3,No Drought
2005-10-01,21.7,21.79032258064516,112.55,Agadir,-90.85,-0.53647635694438,0.0,24.15333333333333,0.0,24.712903225806453,0.0,24.80322580645161,7.233333333333333,3.666666666666662,23.552186379928315,141.02,10,Autumn,3,No Drought
2005-11-01,31.2,18.42,85.04,Agadir,-53.84,-0.1431723221350231,21.7,21.79032258064516,0.0,24.15333333333333,0.0,24.712903225806453,17.633333333333333,8.849999999999994,21.454551971326165,114.92,11,Autumn,3,No Drought
2005-12-01,44.5,14.838709677419354,66.86,Agadir,-22.36,0.4177901634103739,31.2,18.42,21.7,21.79032258064516,0.0,24.15333333333333,32.46666666666667,16.23333333333333,18.34967741935484,88.15000000000002,12,Winter,0,No Drought
2006-01-01,102.6,12.72258064516129,59.54,Agadir,43.06,1.437607356233354,44.5,14.838709677419354,31.2,18.42,21.7,21.79032258064516,59.43333333333334,33.33333333333333,15.32709677419355,70.48,1,Winter,0,No Drought
2006-02-01,39.2,14.0,74.4,Agadir,-35.2,1.5384545446460096,102.6,12.72258064516129,44.5,14.838709677419354,31.2,18.42,62.1,39.86666666666667,13.853763440860217,66.93333333333335,2,Winter,0,No Drought
2006-03-01,19.5,17.458064516129035,123.73,Agadir,-104.23,1.2233070808564608,39.2,14.0,102.6,12.72258064516129,44.5,14.838709677419354,53.76666666666667,43.11666666666667,14.726881720430107,85.89000000000003,3,Spring,1,No Drought
2006-04-01,19.5,19.936666666666667,143.12,Agadir,-123.62,0.1757569112200005,19.5,17.458064516129035,39.2,14.0,102.6,12.72258064516129,26.06666666666668,42.75,17.1315770609319,113.75,4,Spring,1,No Drought
2006-05-01,3.0,21.703225806451613,161.62,Agadir,-158.62,-0.2805766163472662,19.5,19.936666666666667,19.5,17.458064516129035,39.2,14.0,14.000000000000004,38.04999999999999,19.699318996415773,142.82333333333335,5,Spring,1,No Drought
2006-06-01,1.9,22.07,155.41,Agadir,-153.51,-0.5024404308551086,3.0,21.703225806451613,19.5,19.936666666666667,19.5,17.458064516129035,8.133333333333338,30.949999999999992,21.23663082437276,153.38333333333335,6,Summer,2,No Drought
